CREDIT	DEBIT	CHTRANSFERID	CREATEDDATE
0	1.6	1478687505	30-Dec-25
0	3	1478687506	30-Dec-25
0	0.2	1478687507	30-Dec-25
1.5	0	1478687509	30-Dec-25
1	0	1478687511	30-Dec-25
0.5	0	1478687512	30-Dec-25
0	0.12	1478687514	30-Dec-25
7.12	0.05	1478687517	30-Dec-25
0	3	1478687519	30-Dec-25
0.3	0	1478687521	30-Dec-25
0	0.5	1478687522	30-Dec-25
1.62	0.05	1478687523	30-Dec-25
5	0	1478687525	30-Dec-25
5.52	0.05	1478687526	30-Dec-25
0	3	1478687529	30-Dec-25
0	0.6	1478687531	30-Dec-25
0.02	2.1	1478687533	30-Dec-25
7	0	1478687538	30-Dec-25
0	2	1478687539	30-Dec-25
0.3	0	1478687540	30-Dec-25
0.02	50.2	1478687541	30-Dec-25
20.08	0.03	1478687542	30-Dec-25
25.17	0.075	1478687544	30-Dec-25
1.02	0.025	1478687547	30-Dec-25
0.57	0.025	1478687554	30-Dec-25
0	10.09	1478687557	30-Dec-25
49.22	0.1	1478687558	30-Dec-25
0	130	1478687561	30-Dec-25
1.07	0.025	1478687562	30-Dec-25
0.25	0	1478687563	30-Dec-25
2.1	0	1478687565	30-Dec-25
0	200	1478687566	30-Dec-25
0	0.5	1478687567	30-Dec-25
3	0	1478687568	30-Dec-25
12.145	0.0625	1478687569	30-Dec-25
10	0	1478687570	30-Dec-25
0	35.3838	1478687571	30-Dec-25
0	0.7	1478687572	30-Dec-25
0	0.6	1478687574	30-Dec-25
0	3.75	1478687575	30-Dec-25
0	0.5	1478687577	30-Dec-25
20.22	0.1	1478687578	30-Dec-25
4	0	1478687579	30-Dec-25
0	0.3	1478687580	30-Dec-25
0	0.5	1478687581	30-Dec-25
2	0	1478687584	30-Dec-25
0	2	1478687586	30-Dec-25
0.5	0	1478687587	30-Dec-25
5	0	1478687588	30-Dec-25
0.5	0	1478687592	30-Dec-25
220	0	1478687596	30-Dec-25
3.12	0.05	1478687598	30-Dec-25
0	0.5	1478687603	30-Dec-25
0	1.5	1478687604	30-Dec-25
0	4	1478687605	30-Dec-25
0	50	1478687606	30-Dec-25
10	0	1478687608	30-Dec-25
0	1	1478687609	30-Dec-25
0	0.5	1478687611	30-Dec-25
3.02	0.05	1478687615	30-Dec-25
0	1	1478687617	30-Dec-25
8	0	1478687621	30-Dec-25
2.12	0.05	1478687623	30-Dec-25
0	200	1478687624	30-Dec-25
0	100.72	1478687625	30-Dec-25
16	0	1478687627	30-Dec-25
0	10	1478687628	30-Dec-25
0	50	1478687631	30-Dec-25
32.22	0.1	1478687632	30-Dec-25
0	11.7	1478687633	30-Dec-25
0	2	1478687638	30-Dec-25
13	0	1478687639	30-Dec-25
9	0	1478687642	30-Dec-25
0	145.15	1478687643	30-Dec-25
50.22	0.1	1478687645	30-Dec-25
0	0.1	1478687651	30-Dec-25
0	0.25	1478687653	30-Dec-25
1.25	0	1478687655	30-Dec-25
1.5	0	1478687658	30-Dec-25
2.5	0	1478687659	30-Dec-25
0	0.16	1478687663	30-Dec-25
0	7.7	1478687667	30-Dec-25
0.57	0.025	1478687668	30-Dec-25
15	0	1478687670	30-Dec-25
0	0.25	1478687672	30-Dec-25
0	0.25	1478687673	30-Dec-25
195	0	1478687674	30-Dec-25
0	252.34	1478687676	30-Dec-25
7	0	1478687678	30-Dec-25
0	4	1478687680	30-Dec-25
9.12	0.05	1478687685	30-Dec-25
5.12	0.05	1478687686	30-Dec-25
0.02	1.05	1478687691	30-Dec-25
2	0	1478687694	30-Dec-25
0	30	1478687696	30-Dec-25
3.5	0	1478687699	30-Dec-25
3.12	0.05	1478687704	30-Dec-25
0	8	1478687705	30-Dec-25
0.3	0	1478687706	30-Dec-25
0	0.9	1478687708	30-Dec-25
0	0.3	1478687714	30-Dec-25
0	2000	1478687715	30-Dec-25
0.02	11.0275	1478687718	30-Dec-25
0	12	1478687719	30-Dec-25
0.5	0	1478687720	30-Dec-25
30.17	0.075	1478687722	30-Dec-25
6	0	1478687723	30-Dec-25
0	295.2582	1478687724	30-Dec-25
0	5.036	1478687726	30-Dec-25
0	0.5	1478687729	30-Dec-25
0	201.8	1478687732	30-Dec-25
11	0	1478687733	30-Dec-25
0	0.8	1478687736	30-Dec-25
0.5	0	1478687740	30-Dec-25
0	1.5	1478687744	30-Dec-25
0.25	0	1478687745	30-Dec-25
0	136.215	1478687746	30-Dec-25
0	0.5	1478687747	30-Dec-25
0	10	1478687751	30-Dec-25
0	36	1478687754	30-Dec-25
0.5	0	1478687756	30-Dec-25
0.5	0	1478687757	30-Dec-25
0.5	0	1478687759	30-Dec-25
0.5	0	1478687760	30-Dec-25
0.25	0	1478687762	30-Dec-25
0	7	1478687763	30-Dec-25
32	0	1478687765	30-Dec-25
100	0	1478687767	30-Dec-25
9	0	1478687771	30-Dec-25
0.75	0	1478687775	30-Dec-25
0	2	1478687776	30-Dec-25
1	0	1478687778	30-Dec-25
0	2000	1478687780	30-Dec-25
0	0.3	1478687782	30-Dec-25
20.145	0.0625	1478687783	30-Dec-25
0	30	1478687784	30-Dec-25
0	0.5	1478687785	30-Dec-25
0.3	0	1478687786	30-Dec-25
21	0	1478687787	30-Dec-25
0.7	0	1478687788	30-Dec-25
20	0	1478687789	30-Dec-25
0	100.72	1478687791	30-Dec-25
0	1.4	1478687792	30-Dec-25
0.12	0	1478687795	30-Dec-25
0.5	0	1478687803	30-Dec-25
1.57	0.05	1478687804	30-Dec-25
0.85	0	1478687805	30-Dec-25
0.37	0.025	1478687807	30-Dec-25
0	0.9	1478687809	30-Dec-25
0.7	0	1478687813	30-Dec-25
0	100.9	1478687821	30-Dec-25
0	100.9	1478687822	30-Dec-25
0	2	1478687828	30-Dec-25
0.5	0	1478687831	30-Dec-25
3	0	1478687832	30-Dec-25
0.02	1.05	1478687835	30-Dec-25
0	17	1478687836	30-Dec-25
1.55	0	1478687837	30-Dec-25
0	0.25	1478687839	30-Dec-25
0	2	1478687840	30-Dec-25
2	0	1478687842	30-Dec-25
0.3	0	1478687848	30-Dec-25
20.045	0.075	1478687852	30-Dec-25
0	10.072	1478687854	30-Dec-25
86	0	1478687858	30-Dec-25
0	2.1	1478687862	30-Dec-25
0.5	0	1478687864	30-Dec-25
0	40.36	1478687865	30-Dec-25
0	353.15	1478687867	30-Dec-25
0	151.35	1478687868	30-Dec-25
0	9	1478687870	30-Dec-25
0	1.6	1478687872	30-Dec-25
0	2	1478687876	30-Dec-25
100	0	1478687877	30-Dec-25
0	2	1478687878	30-Dec-25
9	0	1478687880	30-Dec-25
0.7	0	1478687881	30-Dec-25
0.8	0	1478687882	30-Dec-25
0.54	0.025	1478687883	30-Dec-25
5	0	1478687884	30-Dec-25
0.37	0.025	1478687885	30-Dec-25
0	10.072	1478687888	30-Dec-25
0	1.7	1478687889	30-Dec-25
0	30.324	1478687890	30-Dec-25
0.02	100.25	1478687891	30-Dec-25
0.7	0	1478687892	30-Dec-25
0.5	0	1478687893	30-Dec-25
0	0.25	1478687895	30-Dec-25
0.6	0	1478687896	30-Dec-25
0.02	10.1	1478687897	30-Dec-25
0	0.5	1478687898	30-Dec-25
0.25	0	1478687900	30-Dec-25
0	13.5	1478687901	30-Dec-25
0	2	1478687904	30-Dec-25
0	0.5	1478687906	30-Dec-25
2.7	0	1478687907	30-Dec-25
0	5.66	1478687908	30-Dec-25
0	0.2	1478687909	30-Dec-25
0.28	0	1478687910	30-Dec-25
0.82	0.025	1478687916	30-Dec-25
0	2	1478687918	30-Dec-25
0.12	0	1478687920	30-Dec-25
0.3	0	1478687924	30-Dec-25
18	0	1478687925	30-Dec-25
0	5	1478687927	30-Dec-25
0	0.5	1478687930	30-Dec-25
0	25.18	1478687932	30-Dec-25
4.5	0	1478687939	30-Dec-25
0	30	1478687940	30-Dec-25
0	470	1478687941	30-Dec-25
1	0	1478687942	30-Dec-25
0	1007.2	1478687943	30-Dec-25
5	0	1478687944	30-Dec-25
0	0.5	1478687947	30-Dec-25
1.3	0	1478687949	30-Dec-25
5.035	0.0075	1478687950	30-Dec-25
0.2	0	1478687951	30-Dec-25
0	4.9	1478687953	30-Dec-25
6.9	0	1478687954	30-Dec-25
130.28	0.13	1478687957	30-Dec-25
0.25	0	1478687959	30-Dec-25
60.27	0.125	1478687960	30-Dec-25
0	2.1	1478687961	30-Dec-25
4.12	0.05	1478687962	30-Dec-25
0	0.25	1478687963	30-Dec-25
1.97	0.05	1478687964	30-Dec-25
0	4.5	1478687965	30-Dec-25
0	10	1478687967	30-Dec-25
17.145	0.0625	1478687968	30-Dec-25
0	4	1478687972	30-Dec-25
4.12	0.05	1478687973	30-Dec-25
0	0.5	1478687977	30-Dec-25
0	250	1478687979	30-Dec-25
0	100	1478687980	30-Dec-25
1	0	1478687981	30-Dec-25
0	0.3	1478687982	30-Dec-25
0.75	0	1478687985	30-Dec-25
1.02	0.025	1478687988	30-Dec-25
0.02	5.56	1478687989	30-Dec-25
0	20	1478687990	30-Dec-25
0	0.3	1478687991	30-Dec-25
0	8	1478687993	30-Dec-25
0	100.72	1478687999	30-Dec-25
0.02	1.05	1478688004	30-Dec-25
6.25	0	1478688005	30-Dec-25
0.48	0	1478688006	30-Dec-25
0	0.8	1478688007	30-Dec-25
0	0.1	1478688009	30-Dec-25
0	0.5	1478688012	30-Dec-25
0	0.25	1478688018	30-Dec-25
1.07	0.025	1478688024	30-Dec-25
5.12	0.05	1478688026	30-Dec-25
20	0	1478688028	30-Dec-25
1	0	1478688031	30-Dec-25
0.18	0	1478688033	30-Dec-25
3.85	0	1478688034	30-Dec-25
2.12	0.05	1478688036	30-Dec-25
0	100.9	1478688037	30-Dec-25
10	0	1478688043	30-Dec-25
4.5	0	1478688045	30-Dec-25
0.5	0	1478688046	30-Dec-25
1.5	0	1478688047	30-Dec-25
0	64.79	1478688048	30-Dec-25
100.27	0.125	1478688049	30-Dec-25
1.5	0	1478688050	30-Dec-25
0.13	0	1478688051	30-Dec-25
0	10	1478688052	30-Dec-25
0	0.5	1478688053	30-Dec-25
1	0	1478688059	30-Dec-25
40.22	0.1	1478688061	30-Dec-25
9.12	0.05	1478688067	30-Dec-25
0	0.3	1478688069	30-Dec-25
0	100.36	1478688072	30-Dec-25
0	0.2	1478688075	30-Dec-25
0	0.7	1478688076	30-Dec-25
0	0.25	1478688078	30-Dec-25
0	0.2	1478688080	30-Dec-25
0	50.18	1478688081	30-Dec-25
0	500	1478688085	30-Dec-25
0	401.44	1478688087	30-Dec-25
0	25.09	1478688088	30-Dec-25
9.62	0.05	1478688099	30-Dec-25
0	0.5	1478688101	30-Dec-25
0	100.9	1478688102	30-Dec-25
0	0.5	1478688103	30-Dec-25
0.5	0	1478688106	30-Dec-25
1	0	1478688110	30-Dec-25
0	30.108	1478688111	30-Dec-25
0	20	1478688112	30-Dec-25
0	700	1478688114	30-Dec-25
0	0.1	1478688115	30-Dec-25
0.5	0	1478688117	30-Dec-25
0	24	1478688121	30-Dec-25
0	0.5	1478688125	30-Dec-25
9	0	1478688126	30-Dec-25
2.4	0	1478688130	30-Dec-25
1	0	1478688131	30-Dec-25
0	0.5	1478688132	30-Dec-25
0	7	1478688136	30-Dec-25
0	0.9	1478688137	30-Dec-25
7.12	0.05	1478688140	30-Dec-25
3.56	0	1478688143	30-Dec-25
0	300	1478688144	30-Dec-25
1.3	0	1478688147	30-Dec-25
0	0.5	1478688148	30-Dec-25
0	0.5	1478688149	30-Dec-25
0.3	0	1478688152	30-Dec-25
0	100.36	1478688153	30-Dec-25
2.12	0.05	1478688157	30-Dec-25
0	0.25	1478688158	30-Dec-25
60	0	1478688162	30-Dec-25
0.4	0	1478688165	30-Dec-25
0.7	0	1478688167	30-Dec-25
0.02	1.6	1478688168	30-Dec-25
0	3.86	1478688171	30-Dec-25
0	151.35	1478688173	30-Dec-25
0	0.8	1478688177	30-Dec-25
1.07	0.025	1478688178	30-Dec-25
0.5	0	1478688179	30-Dec-25
0.02	45.714	1478688186	30-Dec-25
50	0	1478688187	30-Dec-25
0	368	1478688189	30-Dec-25
0.5	0	1478688192	30-Dec-25
0	50.18	1478688196	30-Dec-25
50.22	0.1	1478688202	30-Dec-25
1.07	0.025	1478688203	30-Dec-25
0	1	1478688205	30-Dec-25
7	0	1478688207	30-Dec-25
0.8	0	1478688210	30-Dec-25
0	100.72	1478688213	30-Dec-25
0	400	1478688215	30-Dec-25
0	2.5	1478688216	30-Dec-25
0.25	0	1478688218	30-Dec-25
0	0.1	1478688220	30-Dec-25
1.07	0.025	1478688221	30-Dec-25
0.1	0	1478688222	30-Dec-25
0	4.94	1478688223	30-Dec-25
0.81	0.025	1478688224	30-Dec-25
4	0	1478688228	30-Dec-25
0	35	1478688232	30-Dec-25
0	1	1478688235	30-Dec-25
4.96	0.05	1478688238	30-Dec-25
0.02	200.5	1478688240	30-Dec-25
1.62	0.05	1478688241	30-Dec-25
1	0	1478688243	30-Dec-25
2	0	1478688244	30-Dec-25
0.25	0	1478688245	30-Dec-25
40	0	1478688247	30-Dec-25
0.3	0	1478688248	30-Dec-25
0	1.5	1478688253	30-Dec-25
0.5	0	1478688254	30-Dec-25
0	5	1478688257	30-Dec-25
5.32	0	1478688260	30-Dec-25
0	0.5	1478688263	30-Dec-25
49.92	0.1	1478688264	30-Dec-25
7	0	1478688266	30-Dec-25
0	50	1478688267	30-Dec-25
0	10	1478688270	30-Dec-25
0.02	4.25	1478688272	30-Dec-25
0	100	1478688273	30-Dec-25
15	0	1478688274	30-Dec-25
680	0	1478688276	30-Dec-25
0	1	1478688278	30-Dec-25
0.55	0	1478688279	30-Dec-25
10.12	0.05	1478688280	30-Dec-25
0	30	1478688281	30-Dec-25
0	0.5	1478688283	30-Dec-25
0	17	1478688285	30-Dec-25
1.5	0	1478688288	30-Dec-25
20	0	1478688289	30-Dec-25
10.12	0.05	1478688290	30-Dec-25
10	0	1478688291	30-Dec-25
1.7	0	1478688293	30-Dec-25
0	2	1478688295	30-Dec-25
0.1	0	1478688297	30-Dec-25
1.62	0.05	1478688298	30-Dec-25
100.27	0.125	1478688299	30-Dec-25
0	4	1478688300	30-Dec-25
0.02	50.2	1478688303	30-Dec-25
0	0.7	1478688304	30-Dec-25
0	0.25	1478688305	30-Dec-25
0.87	0.025	1478688309	30-Dec-25
0	1.5	1478688310	30-Dec-25
5	0	1478688311	30-Dec-25
0	1.5	1478688314	30-Dec-25
0	80.576	1478688316	30-Dec-25
0	3	1478688317	30-Dec-25
1	0	1478688319	30-Dec-25
0	0.2	1478688320	30-Dec-25
3	0	1478688321	30-Dec-25
1.8	0	1478688322	30-Dec-25
1.5	0	1478688325	30-Dec-25
0	3	1478688326	30-Dec-25
0	503.6	1478688330	30-Dec-25
0.2	0	1478688332	30-Dec-25
9	0	1478688335	30-Dec-25
0	201.8	1478688336	30-Dec-25
0.39	0	1478688338	30-Dec-25
0.3	0	1478688344	30-Dec-25
3	0	1478688345	30-Dec-25
0	40	1478688346	30-Dec-25
0	1.5	1478688347	30-Dec-25
4	0	1478688348	30-Dec-25
0	6	1478688349	30-Dec-25
0	372.664	1478688351	30-Dec-25
0	0.5	1478688357	30-Dec-25
19	0	1478688358	30-Dec-25
0	674.824	1478688359	30-Dec-25
0.02	25.15	1478688360	30-Dec-25
0	2	1478688364	30-Dec-25
0	3	1478688367	30-Dec-25
2.2	0	1478688372	30-Dec-25
0	40	1478688373	30-Dec-25
3	0	1478688374	30-Dec-25
2	0	1478688377	30-Dec-25
0	0.5	1478688380	30-Dec-25
1.8	0	1478688381	30-Dec-25
1.5	0	1478688382	30-Dec-25
0	14	1478688383	30-Dec-25
3.12	0.05	1478688384	30-Dec-25
2	0	1478688385	30-Dec-25
0	20.072	1478688387	30-Dec-25
1	0	1478688389	30-Dec-25
0	20.144	1478688393	30-Dec-25
0	255	1478688398	30-Dec-25
0.02	3.1	1478688402	30-Dec-25
1	0	1478688404	30-Dec-25
0	0.5	1478688405	30-Dec-25
0	2	1478688406	30-Dec-25
1.07	0.025	1478688408	30-Dec-25
0	94	1478688409	30-Dec-25
3.12	0.05	1478688410	30-Dec-25
0	5	1478688412	30-Dec-25
0	4	1478688414	30-Dec-25
0.2	0	1478688416	30-Dec-25
0	0.5	1478688417	30-Dec-25
0	100.36	1478688419	30-Dec-25
20.145	0.0625	1478688421	30-Dec-25
0	100.9	1478688422	30-Dec-25
0	5	1478688425	30-Dec-25
4.12	0.05	1478688426	30-Dec-25
50	0	1478688427	30-Dec-25
100.27	0.125	1478688428	30-Dec-25
299.618	0.299	1478688431	30-Dec-25
0	10.09	1478688432	30-Dec-25
0	70.252	1478688436	30-Dec-25
3	0	1478688439	30-Dec-25
10.12	0.05	1478688440	30-Dec-25
0	70.392	1478688441	30-Dec-25
0	3	1478688442	30-Dec-25
0.9	0	1478688445	30-Dec-25
20	0	1478688446	30-Dec-25
0	504.5	1478688447	30-Dec-25
0	25.25	1478688449	30-Dec-25
0.5	0	1478688450	30-Dec-25
149.318	0.149	1478688451	30-Dec-25
1.02	0.025	1478688453	30-Dec-25
0	100.72	1478688454	30-Dec-25
17	0	1478688455	30-Dec-25
0.02	2.6	1478688459	30-Dec-25
50.9	0.45	1478688460	30-Dec-25
12	0	1478688463	30-Dec-25
0.7	0	1478688464	30-Dec-25
0	5.9	1478688468	30-Dec-25
1.02	0.025	1478688469	30-Dec-25
0	100.9	1478688471	30-Dec-25
0	7	1478688473	30-Dec-25
5.12	0.05	1478688474	30-Dec-25
2	0	1478688475	30-Dec-25
0	20	1478688479	30-Dec-25
0.47	0.025	1478688481	30-Dec-25
0.9	0	1478688483	30-Dec-25
0	10	1478688485	30-Dec-25
0	100	1478688486	30-Dec-25
0	0.15	1478688491	30-Dec-25
0	2.5	1478688492	30-Dec-25
1.3	0	1478688493	30-Dec-25
0	101.08	1478688496	30-Dec-25
1.07	0.025	1478688497	30-Dec-25
0	3	1478688498	30-Dec-25
0	50	1478688502	30-Dec-25
0	17	1478688503	30-Dec-25
0	202.16	1478688505	30-Dec-25
0	0.8	1478688508	30-Dec-25
1.07	0.025	1478688510	30-Dec-25
0	0.2	1478688511	30-Dec-25
0	1.5	1478688515	30-Dec-25
7.12	0.05	1478688516	30-Dec-25
10	0	1478688517	30-Dec-25
6.7	0	1478688518	30-Dec-25
0	0.75	1478688523	30-Dec-25
0	49.1764	1478688527	30-Dec-25
0	22	1478688529	30-Dec-25
0.02	0.35	1478688530	30-Dec-25
0	100	1478688531	30-Dec-25
0.02	100.25	1478688535	30-Dec-25
0	0.6	1478688536	30-Dec-25
150.32	0.15	1478688538	30-Dec-25
0	7	1478688542	30-Dec-25
2.02	0.05	1478688544	30-Dec-25
0	0.5	1478688546	30-Dec-25
0	1.4	1478688547	30-Dec-25
0.5	0	1478688548	30-Dec-25
0	4.9	1478688550	30-Dec-25
11.145	0.0625	1478688551	30-Dec-25
0	0.5	1478688552	30-Dec-25
0	0.1	1478688556	30-Dec-25
1.52	0.05	1478688557	30-Dec-25
0	10.036	1478688558	30-Dec-25
0	0.5	1478688560	30-Dec-25
90	0	1478688561	30-Dec-25
0.6	0	1478688562	30-Dec-25
0	57.25	1478688563	30-Dec-25
2	0	1478688564	30-Dec-25
2	0	1478688573	30-Dec-25
0	1	1478688574	30-Dec-25
0	1007.2	1478688579	30-Dec-25
7	0	1478688580	30-Dec-25
0	5	1478688583	30-Dec-25
1.5	0	1478688585	30-Dec-25
0.02	100.25	1478688586	30-Dec-25
0.5	0	1478688588	30-Dec-25
1.07	0.025	1478688590	30-Dec-25
5	0	1478688591	30-Dec-25
0	100.72	1478688593	30-Dec-25
0.97	0.025	1478688595	30-Dec-25
0	20	1478688596	30-Dec-25
10.12	0.05	1478688598	30-Dec-25
2	0	1478688601	30-Dec-25
0	5	1478688603	30-Dec-25
50.22	0.1	1478688604	30-Dec-25
0	0.4	1478688606	30-Dec-25
0.7	0	1478688608	30-Dec-25
0	50.54	1478688611	30-Dec-25
6.12	0.05	1478688614	30-Dec-25
25.55	0	1478688616	30-Dec-25
0.02	0.55	1478688622	30-Dec-25
0	0.5	1478688623	30-Dec-25
0	0.2	1478688626	30-Dec-25
0	1	1478688628	30-Dec-25
0	0.5	1478688629	30-Dec-25
0.37	0.025	1478688630	30-Dec-25
0	7	1478688631	30-Dec-25
0	0.8	1478688632	30-Dec-25
7.12	0.05	1478688638	30-Dec-25
0.02	100.25	1478688639	30-Dec-25
1	0	1478688640	30-Dec-25
0.9	0	1478688641	30-Dec-25
0	0.5	1478688643	30-Dec-25
0	0.3	1478688644	30-Dec-25
450	0	1478688646	30-Dec-25
0	0.5	1478688648	30-Dec-25
0	300	1478688649	30-Dec-25
0	3.8	1478688650	30-Dec-25
0.2	0	1478688653	30-Dec-25
5.12	0.05	1478688655	30-Dec-25
1	0	1478688657	30-Dec-25
2	0	1478688658	30-Dec-25
5	0	1478688659	30-Dec-25
0	1.4	1478688661	30-Dec-25
0	200.72	1478688662	30-Dec-25
0	2	1478688664	30-Dec-25
0	201.8	1478688666	30-Dec-25
0	0.3	1478688670	30-Dec-25
0.02	100.25	1478688672	30-Dec-25
0	0.25	1478688673	30-Dec-25
0	30.216	1478688677	30-Dec-25
1	0	1478688678	30-Dec-25
2.12	0.05	1478688682	30-Dec-25
0	0.5	1478688684	30-Dec-25
6.1	0	1478688687	30-Dec-25
0	0.25	1478688692	30-Dec-25
0	451.62	1478688693	30-Dec-25
0	0.1	1478688695	30-Dec-25
0	14	1478688697	30-Dec-25
0	50.18	1478688698	30-Dec-25
0	0.3	1478688700	30-Dec-25
0	4	1478688703	30-Dec-25
0.02	100.25	1478688704	30-Dec-25
24	0	1478688705	30-Dec-25
0.5	0	1478688706	30-Dec-25
0	10	1478688709	30-Dec-25
1	0	1478688711	30-Dec-25
181	0	1478688713	30-Dec-25
0	2	1478688716	30-Dec-25
0	3	1478688717	30-Dec-25
0	0.15	1478688721	30-Dec-25
0	0.3	1478688722	30-Dec-25
0.02	1.4	1478688723	30-Dec-25
0	101	1478688724	30-Dec-25
0	3	1478688728	30-Dec-25
0	646.4	1478688732	30-Dec-25
0.02	1.3	1478688733	30-Dec-25
0	5.018	1478688743	30-Dec-25
0	1	1478688744	30-Dec-25
0	201.44	1478688746	30-Dec-25
100	0	1478688747	30-Dec-25
0	0.5	1478688749	30-Dec-25
0.5	0	1478688751	30-Dec-25
0	0.5	1478688753	30-Dec-25
1500	0	1478688758	30-Dec-25
176	0	1478688761	30-Dec-25
3.02	0.05	1478688763	30-Dec-25
0.5	0	1478688764	30-Dec-25
0	151.35	1478688767	30-Dec-25
0	100.9	1478688772	30-Dec-25
2	0	1478688773	30-Dec-25
0.94	0	1478688778	30-Dec-25
0	100.9	1478688780	30-Dec-25
0.02	1.05	1478688781	30-Dec-25
7.02	0.05	1478688782	30-Dec-25
0	0.12	1478688783	30-Dec-25
0.02	0.35	1478688787	30-Dec-25
1	0	1478688789	30-Dec-25
0	3	1478688790	30-Dec-25
0	0.25	1478688791	30-Dec-25
2	0	1478688792	30-Dec-25
9	0	1478688793	30-Dec-25
0	50.54	1478688795	30-Dec-25
0	0.8	1478688796	30-Dec-25
0	1	1478688797	30-Dec-25
0.02	5.1	1478688801	30-Dec-25
0	252.34	1478688803	30-Dec-25
0	151.44	1478688807	30-Dec-25
0	0.5	1478688809	30-Dec-25
0	0.3	1478688813	30-Dec-25
0	0.2	1478688815	30-Dec-25
0.5	0	1478688816	30-Dec-25
0	5	1478688817	30-Dec-25
0.1	0	1478688818	30-Dec-25
0.02	31.0775	1478688819	30-Dec-25
2	0	1478688820	30-Dec-25
0	1.5	1478688826	30-Dec-25
0	50.36	1478688828	30-Dec-25
0.5	0	1478688829	30-Dec-25
0.4	0	1478688833	30-Dec-25
0	4	1478688834	30-Dec-25
0	156.1298	1478688835	30-Dec-25
1.5	0	1478688838	30-Dec-25
0	1.7	1478688839	30-Dec-25
1	0	1478688845	30-Dec-25
0	300	1478688849	30-Dec-25
1.07	0.025	1478688850	30-Dec-25
0	1.5	1478688851	30-Dec-25
0.5	0	1478688853	30-Dec-25
0	503.6	1478688857	30-Dec-25
0	0.5	1478688861	30-Dec-25
0	120.432	1478688862	30-Dec-25
0.3	0	1478688863	30-Dec-25
1	0	1478688864	30-Dec-25
0	28.3024	1478688865	30-Dec-25
2.02	0.05	1478688867	30-Dec-25
12.145	0.0625	1478688870	30-Dec-25
2.12	0.05	1478688871	30-Dec-25
0	1	1478688872	30-Dec-25
0	5	1478688875	30-Dec-25
0	30.108	1478688879	30-Dec-25
0	1.45	1478688881	30-Dec-25
0	151.35	1478688885	30-Dec-25
0	4.82	1478688890	30-Dec-25
0	252.25	1478688894	30-Dec-25
1.8	0	1478688899	30-Dec-25
0	301.08	1478688901	30-Dec-25
5.12	0.05	1478688904	30-Dec-25
4	0	1478688905	30-Dec-25
0	0.1	1478688908	30-Dec-25
3.12	0.05	1478688909	30-Dec-25
57	0	1478688913	30-Dec-25
10.02	0.05	1478688915	30-Dec-25
0.5	0	1478688921	30-Dec-25
0.5	0	1478688922	30-Dec-25
0.6	0	1478688929	30-Dec-25
0	100.9	1478688931	30-Dec-25
0	100.9	1478688934	30-Dec-25
0	4.6	1478688935	30-Dec-25
0	15	1478688939	30-Dec-25
0	1007.2	1478688940	30-Dec-25
0	10	1478688942	30-Dec-25
0.1	0	1478688945	30-Dec-25
7	0	1478688946	30-Dec-25
0.25	0	1478688947	30-Dec-25
0	37	1478688951	30-Dec-25
0	360	1478688954	30-Dec-25
0	1.5	1478688957	30-Dec-25
0.5	0	1478688958	30-Dec-25
0	5.45	1478688962	30-Dec-25
0	2	1478688963	30-Dec-25
0	226	1478688964	30-Dec-25
0	200.72	1478688966	30-Dec-25
0	20.144	1478688969	30-Dec-25
4	0	1478688970	30-Dec-25
0	2	1478688971	30-Dec-25
0.9	0	1478688972	30-Dec-25
0.5	0	1478688976	30-Dec-25
1	0	1478688977	30-Dec-25
0	2	1478688979	30-Dec-25
0.5	0	1478688985	30-Dec-25
0	151.08	1478688986	30-Dec-25
0	140.504	1478688988	30-Dec-25
0.57	0.025	1478688992	30-Dec-25
30	0	1478688994	30-Dec-25
0.02	0.55	1478688999	30-Dec-25
0	3	1478689001	30-Dec-25
3	0	1478689005	30-Dec-25
5	0	1478689006	30-Dec-25
0	31.4434	1478689007	30-Dec-25
30.17	0.075	1478689008	30-Dec-25
0.4	0	1478689011	30-Dec-25
0.4	0	1478689013	30-Dec-25
0	0.12	1478689015	30-Dec-25
4	0	1478689019	30-Dec-25
0	101	1478689021	30-Dec-25
0.33	0	1478689025	30-Dec-25
2.02	0.05	1478689027	30-Dec-25
2	0	1478689028	30-Dec-25
0	1.5	1478689031	30-Dec-25
0.3	0	1478689032	30-Dec-25
0	30.118	1478689033	30-Dec-25
0	1.5	1478689034	30-Dec-25
0	0.25	1478689035	30-Dec-25
0.7	0	1478689041	30-Dec-25
3	0	1478689043	30-Dec-25
0.8	0	1478689045	30-Dec-25
36.8	0	1478689048	30-Dec-25
0	0.5	1478689051	30-Dec-25
0	25.5	1478689058	30-Dec-25
3.12	0.05	1478689059	30-Dec-25
1.5	0	1478689061	30-Dec-25
4	0	1478689064	30-Dec-25
0.37	0.025	1478689065	30-Dec-25
0	251.3	1478689066	30-Dec-25
3.12	0.05	1478689069	30-Dec-25
0	7	1478689070	30-Dec-25
0	151.08	1478689073	30-Dec-25
0	0.5	1478689074	30-Dec-25
3833	0	1478689075	30-Dec-25
0.25	0	1478689077	30-Dec-25
4.92	0.05	1478689079	30-Dec-25
10.55	0	1478689088	30-Dec-25
0.3	0	1478689091	30-Dec-25
0	30.108	1478689093	30-Dec-25
0.5	0	1478689096	30-Dec-25
0	4	1478689098	30-Dec-25
0	0.3	1478689101	30-Dec-25
