BALANCE	REFNO	DATECREATED
-100.9	1527026754	23-Jun-26
-100.9	1527026763	23-Jun-26
30.45	1527026766	23-Jun-26
-9.03	1527026781	23-Jun-26
-20.22	1527026783	23-Jun-26
-200.72	1527026784	23-Jun-26
-60.43	1527026788	23-Jun-26
-100	1527026791	23-Jun-26
-1009	1527026794	23-Jun-26
-40.29	1527026795	23-Jun-26
-1009	1527026808	23-Jun-26
-50.36	1527026810	23-Jun-26
-335.49	1527026816	23-Jun-26
-111.69	1527026823	23-Jun-26
-100.72	1527026835	23-Jun-26
-20.22	1527026870	23-Jun-26
-100.36	1527026874	23-Jun-26
-65.7	1527026890	23-Jun-26
-100.9	1527026893	23-Jun-26
-100.9	1527026901	23-Jun-26
-50.45	1527026904	23-Jun-26
-201.8	1527026910	23-Jun-26
-100.9	1527026913	23-Jun-26
-20.22	1527026916	23-Jun-26
-302.7	1527026921	23-Jun-26
-30.22	1527026928	23-Jun-26
-30.32	1527026931	23-Jun-26
-3.12	1527026940	23-Jun-26
-100.9	1527026943	23-Jun-26
-217.32	1527026951	23-Jun-26
-50	1527026952	23-Jun-26
-10	1527026953	23-Jun-26
-50.02	1527026956	23-Jun-26
-501.8	1527026964	23-Jun-26
-300	1527026976	23-Jun-26
-70.5	1527026996	23-Jun-26
-28.54	1527027006	23-Jun-26
-200	1527027009	23-Jun-26
-302.16	1527027011	23-Jun-26
-20.18	1527027019	23-Jun-26
-10.03	1527027022	23-Jun-26
-150.54	1527027027	23-Jun-26
-101.08	1527027034	23-Jun-26
-20.22	1527027035	23-Jun-26
-20.14	1527027038	23-Jun-26
-100.72	1527027040	23-Jun-26
-100.72	1527027048	23-Jun-26
-20.07	1527027049	23-Jun-26
-2.52	1527027056	23-Jun-26
-7.05	1527027076	23-Jun-26
-201.44	1527027089	23-Jun-26
-100.9	1527027109	23-Jun-26
-10.07	1527027132	23-Jun-26
-10.73	1527027133	23-Jun-26
-30	1527027146	23-Jun-26
-100.9	1527027151	23-Jun-26
-60.54	1527027155	23-Jun-26
1.45	1527027157	23-Jun-26
-227.03	1527027159	23-Jun-26
-1005.4	1527027166	23-Jun-26
-10.02	1527027171	23-Jun-26
-1005.4	1527027172	23-Jun-26
-100.72	1527027191	23-Jun-26
254.69	1527027192	23-Jun-26
-20.04	1527027209	23-Jun-26
-200.54	1527027212	23-Jun-26
-50.45	1527027215	23-Jun-26
-10.07	1527027228	23-Jun-26
-20	1527027230	23-Jun-26
-29.19	1527027232	23-Jun-26
-202.16	1527027240	23-Jun-26
-6.37	1527027252	23-Jun-26
-201.8	1527027263	23-Jun-26
-20.14	1527027265	23-Jun-26
-30.22	1527027298	23-Jun-26
-100.72	1527027300	23-Jun-26
-18.06	1527027301	23-Jun-26
-30	1527027302	23-Jun-26
-151.35	1527027310	23-Jun-26
-100.9	1527027313	23-Jun-26
-604.32	1527027324	23-Jun-26
-500	1527027325	23-Jun-26
-100	1527027332	23-Jun-26
-50.45	1527027333	23-Jun-26
-50.18	1527027338	23-Jun-26
-50.36	1527027352	23-Jun-26
-300.81	1527027373	23-Jun-26
-20.04	1527027382	23-Jun-26
-50.45	1527027399	23-Jun-26
-15.05	1527027405	23-Jun-26
-40.14	1527027429	23-Jun-26
-80.43	1527027443	23-Jun-26
-50.45	1527027459	23-Jun-26
-50.45	1527027474	23-Jun-26
-30.27	1527027476	23-Jun-26
-25.27	1527027492	23-Jun-26
-201.8	1527027496	23-Jun-26
-40.29	1527027500	23-Jun-26
-100.9	1527027501	23-Jun-26
-50.45	1527027502	23-Jun-26
-20	1527027513	23-Jun-26
-4	1527027514	23-Jun-26
-201.44	1527027528	23-Jun-26
-50.36	1527027547	23-Jun-26
-100.9	1527027552	23-Jun-26
-50.18	1527027560	23-Jun-26
-100.72	1527027580	23-Jun-26
-200.72	1527027581	23-Jun-26
-20.14	1527027582	23-Jun-26
-100.9	1527027585	23-Jun-26
-151.35	1527027586	23-Jun-26
-50.45	1527027588	23-Jun-26
-15.05	1527027595	23-Jun-26
-120.06	1527027600	23-Jun-26
23.45	1527027621	23-Jun-26
-160.27	1527027623	23-Jun-26
-101.08	1527027624	23-Jun-26
-202.16	1527027629	23-Jun-26
-80	1527027641	23-Jun-26
-151.35	1527027649	23-Jun-26
-403.6	1527027650	23-Jun-26
-151.35	1527027662	23-Jun-26
-201.8	1527027663	23-Jun-26
-302.16	1527027670	23-Jun-26
-50.11	1527027679	23-Jun-26
-15	1527027692	23-Jun-26
-300	1527027693	23-Jun-26
-150	1527027694	23-Jun-26
-201.8	1527027704	23-Jun-26
-101.08	1527027708	23-Jun-26
-201.44	1527027710	23-Jun-26
-503.6	1527027711	23-Jun-26
-101.08	1527027719	23-Jun-26
-505.4	1527027720	23-Jun-26
-1009	1527027721	23-Jun-26
-100.9	1527027728	23-Jun-26
2.45	1527027730	23-Jun-26
-5.38	1527027754	23-Jun-26
-150	1527027755	23-Jun-26
-70.63	1527027773	23-Jun-26
-353.15	1527027776	23-Jun-26
-302.7	1527027778	23-Jun-26
-50.18	1527027793	23-Jun-26
-10.07	1527027805	23-Jun-26
-201.44	1527027806	23-Jun-26
-300.54	1527027807	23-Jun-26
-504.5	1527027818	23-Jun-26
-100.72	1527027833	23-Jun-26
-303.24	1527027854	23-Jun-26
-151.35	1527027864	23-Jun-26
-150.54	1527027868	23-Jun-26
16.45	1527027869	23-Jun-26
-100.36	1527027886	23-Jun-26
-151.35	1527027898	23-Jun-26
-21.51	1527027901	23-Jun-26
-457.89	1527027914	23-Jun-26
-151.08	1527027916	23-Jun-26
-150.32	1527027922	23-Jun-26
-351.26	1527027924	23-Jun-26
-605.4	1527027935	23-Jun-26
-200.72	1527027938	23-Jun-26
-50.18	1527027962	23-Jun-26
-120.86	1527027967	23-Jun-26
-500	1527027982	23-Jun-26
-503.6	1527027986	23-Jun-26
-50.45	1527027993	23-Jun-26
-301.08	1527027999	23-Jun-26
-100.9	1527028000	23-Jun-26
-10.11	1527028004	23-Jun-26
-150.54	1527028020	23-Jun-26
-202.16	1527028027	23-Jun-26
-100.72	1527028031	23-Jun-26
-20.07	1527028033	23-Jun-26
-100	1527028034	23-Jun-26
-100.72	1527028038	23-Jun-26
-100.9	1527028053	23-Jun-26
-100.72	1527028064	23-Jun-26
-151.08	1527028069	23-Jun-26
-50	1527028086	23-Jun-26
-201.8	1527028089	23-Jun-26
-100.9	1527028094	23-Jun-26
-100.72	1527028100	23-Jun-26
-20.07	1527028106	23-Jun-26
-250.9	1527028120	23-Jun-26
-100.9	1527028121	23-Jun-26
-24.51	1527028130	23-Jun-26
-150	1527028136	23-Jun-26
-50.36	1527028142	23-Jun-26
-50.45	1527028151	23-Jun-26
-50.45	1527028170	23-Jun-26
-20.05	1527028174	23-Jun-26
-201.44	1527028182	23-Jun-26
-30.22	1527028188	23-Jun-26
-121.08	1527028189	23-Jun-26
-504.5	1527028192	23-Jun-26
-50.36	1527028195	23-Jun-26
-50.36	1527028197	23-Jun-26
-2.01	1527028200	23-Jun-26
-100.9	1527028204	23-Jun-26
-22.08	1527028205	23-Jun-26
-100.9	1527028213	23-Jun-26
-101.08	1527028214	23-Jun-26
-201.8	1527028221	23-Jun-26
-40.14	1527028223	23-Jun-26
-504.5	1527028226	23-Jun-26
-200.54	1527028242	23-Jun-26
-10	1527028247	23-Jun-26
-100.72	1527028250	23-Jun-26
-30.06	1527028269	23-Jun-26
-100.72	1527028292	23-Jun-26
-403.6	1527028295	23-Jun-26
-50.45	1527028302	23-Jun-26
50.45	1527028311	23-Jun-26
-20.07	1527028319	23-Jun-26
-100.9	1527028336	23-Jun-26
-25.49	1527028350	23-Jun-26
-60.54	1527028365	23-Jun-26
-251.8	1527028381	23-Jun-26
-706.3	1527028391	23-Jun-26
-101.22	1527028399	23-Jun-26
-100.9	1527028418	23-Jun-26
-50.36	1527028427	23-Jun-26
-10.82	1527028449	23-Jun-26
-47.59	1527028451	23-Jun-26
-5.02	1527028460	23-Jun-26
-7.38	1527028483	23-Jun-26
-201.44	1527028490	23-Jun-26
-10.07	1527028492	23-Jun-26
-303.24	1527028493	23-Jun-26
-100.9	1527028494	23-Jun-26
-201.8	1527028495	23-Jun-26
-50.63	1527028500	23-Jun-26
-56.65	1527028512	23-Jun-26
-201.8	1527028513	23-Jun-26
-100.36	1527028539	23-Jun-26
-101.08	1527028548	23-Jun-26
-202.16	1527028551	23-Jun-26
-100.72	1527028552	23-Jun-26
-100.9	1527028561	23-Jun-26
-50.45	1527028564	23-Jun-26
-504.5	1527028565	23-Jun-26
-80.72	1527028566	23-Jun-26
-50.36	1527028569	23-Jun-26
-101.08	1527028575	23-Jun-26
-402.88	1527028577	23-Jun-26
-30.31	1527028578	23-Jun-26
-201.8	1527028580	23-Jun-26
-45.16	1527028591	23-Jun-26
-6.05	1527028645	23-Jun-26
-10.07	1527028648	23-Jun-26
-100.72	1527028649	23-Jun-26
-50.36	1527028663	23-Jun-26
-10.07	1527028665	23-Jun-26
-100.9	1527028689	23-Jun-26
-201.44	1527028700	23-Jun-26
-100	1527028721	23-Jun-26
-101.08	1527028725	23-Jun-26
-505.4	1527028726	23-Jun-26
-20.04	1527028730	23-Jun-26
-40.36	1527028742	23-Jun-26
-20.18	1527028743	23-Jun-26
-100.36	1527028776	23-Jun-26
-75.27	1527028782	23-Jun-26
-100	1527028783	23-Jun-26
-50	1527028784	23-Jun-26
-602.16	1527028785	23-Jun-26
-100.36	1527028791	23-Jun-26
-353.06	1527028794	23-Jun-26
-50.45	1527028802	23-Jun-26
-10.02	1527028811	23-Jun-26
-100.9	1527028812	23-Jun-26
-503.6	1527028815	23-Jun-26
-151.08	1527028816	23-Jun-26
-302.7	1527028828	23-Jun-26
-242.17	1527028829	23-Jun-26
-50.36	1527028832	23-Jun-26
-100	1527028840	23-Jun-26
-20.22	1527028848	23-Jun-26
-302.7	1527028885	23-Jun-26
-30.46	1527028886	23-Jun-26
-30.46	1527028887	23-Jun-26
-100.9	1527028888	23-Jun-26
-50.36	1527028891	23-Jun-26
-100.36	1527028899	23-Jun-26
-20.07	1527028915	23-Jun-26
-50.45	1527028922	23-Jun-26
-20.14	1527028927	23-Jun-26
-31.19	1527028929	23-Jun-26
-100.36	1527028931	23-Jun-26
-100.72	1527028932	23-Jun-26
-100.9	1527028933	23-Jun-26
-251.8	1527028936	23-Jun-26
-30.22	1527028937	23-Jun-26
-15	1527028939	23-Jun-26
-301.08	1527028944	23-Jun-26
-30.11	1527028950	23-Jun-26
-101.08	1527028951	23-Jun-26
-15.05	1527028973	23-Jun-26
-150	1527028976	23-Jun-26
-200.72	1527028984	23-Jun-26
-101.08	1527028997	23-Jun-26
-333.56	1527028998	23-Jun-26
-60.54	1527029010	23-Jun-26
-50.36	1527029012	23-Jun-26
-10.07	1527029013	23-Jun-26
-10.04	1527029020	23-Jun-26
-100.9	1527029028	23-Jun-26
-80.76	1527029034	23-Jun-26
-32.84	1527029037	23-Jun-26
-9.08	1527029038	23-Jun-26
-10.07	1527029039	23-Jun-26
-100.9	1527029046	23-Jun-26
-100.72	1527029049	23-Jun-26
-5.04	1527029050	23-Jun-26
-2.15	1527029057	23-Jun-26
5.45	1527029058	23-Jun-26
-10	1527029059	23-Jun-26
-60.43	1527029083	23-Jun-26
-301.08	1527029085	23-Jun-26
-50.45	1527029094	23-Jun-26
-50.18	1527029095	23-Jun-26
-150.54	1527029122	23-Jun-26
-100.9	1527029128	23-Jun-26
-36.13	1527029144	23-Jun-26
-15.11	1527029179	23-Jun-26
-50.18	1527029180	23-Jun-26
-10	1527029184	23-Jun-26
-46.17	1527029190	23-Jun-26
-50.18	1527029193	23-Jun-26
-302.16	1527029194	23-Jun-26
-30.27	1527029198	23-Jun-26
-252.25	1527029200	23-Jun-26
-201.8	1527029203	23-Jun-26
-100.9	1527029204	23-Jun-26
-100.72	1527029211	23-Jun-26
-402.88	1527029213	23-Jun-26
-20.18	1527029218	23-Jun-26
-50.45	1527029224	23-Jun-26
-101.08	1527029233	23-Jun-26
-29.73	1527029234	23-Jun-26
-705.04	1527029235	23-Jun-26
-100.9	1527029242	23-Jun-26
-100.9	1527029243	23-Jun-26
-100.9	1527029281	23-Jun-26
-70.5	1527029289	23-Jun-26
-190.38	1527029290	23-Jun-26
-50	1527029297	23-Jun-26
-20.07	1527029299	23-Jun-26
-505.4	1527029305	23-Jun-26
-100.9	1527029316	23-Jun-26
-102.63	1527029317	23-Jun-26
-503.6	1527029323	23-Jun-26
-100.22	1527029325	23-Jun-26
-100.72	1527029326	23-Jun-26
-100.9	1527029328	23-Jun-26
-2.01	1527029332	23-Jun-26
-252.25	1527029335	23-Jun-26
-2.01	1527029340	23-Jun-26
-30.22	1527029342	23-Jun-26
-50.36	1527029348	23-Jun-26
-50.18	1527029351	23-Jun-26
-101.08	1527029357	23-Jun-26
-101.08	1527029358	23-Jun-26
-100.72	1527029359	23-Jun-26
-151.08	1527029363	23-Jun-26
-30.22	1527029373	23-Jun-26
-152.95	1527029374	23-Jun-26
-10.07	1527029382	23-Jun-26
-141.01	1527029392	23-Jun-26
-252.25	1527029393	23-Jun-26
-246.86	1527029398	23-Jun-26
-60.54	1527029406	23-Jun-26
-30.22	1527029409	23-Jun-26
-30.22	1527029416	23-Jun-26
-15.14	1527029421	23-Jun-26
-50.36	1527029422	23-Jun-26
-60.43	1527029425	23-Jun-26
14.45	1527029426	23-Jun-26
-100.72	1527029428	23-Jun-26
-50.36	1527029431	23-Jun-26
-438.92	1527029438	23-Jun-26
-40.29	1527029440	23-Jun-26
-100.72	1527029448	23-Jun-26
-100	1527029451	23-Jun-26
-50.36	1527029460	23-Jun-26
-201.44	1527029465	23-Jun-26
-100.72	1527029467	23-Jun-26
-25.18	1527029468	23-Jun-26
-100.9	1527029473	23-Jun-26
-201.44	1527029481	23-Jun-26
-201.44	1527029486	23-Jun-26
-101.08	1527029494	23-Jun-26
-303.24	1527029495	23-Jun-26
-100.72	1527029496	23-Jun-26
-20.18	1527029512	23-Jun-26
-30.22	1527029520	23-Jun-26
-201.44	1527029522	23-Jun-26
50.38	1527029523	23-Jun-26
-200	1527029527	23-Jun-26
-100	1527029528	23-Jun-26
-30.08	1527029530	23-Jun-26
-50.36	1527029534	23-Jun-26
-80.29	1527029556	23-Jun-26
-454.05	1527029567	23-Jun-26
-146.53	1527029571	23-Jun-26
-50.36	1527029577	23-Jun-26
-100.72	1527029584	23-Jun-26
-201.44	1527029593	23-Jun-26
-201.8	1527029607	23-Jun-26
-50.45	1527029618	23-Jun-26
-302.16	1527029619	23-Jun-26
-50.14	1527029646	23-Jun-26
-201.8	1527029649	23-Jun-26
-200.72	1527029652	23-Jun-26
-151.35	1527029655	23-Jun-26
-403.6	1527029656	23-Jun-26
-353.15	1527029661	23-Jun-26
-100.72	1527029675	23-Jun-26
-70.5	1527029679	23-Jun-26
-50.54	1527029693	23-Jun-26
-503.6	1527029700	23-Jun-26
-50.45	1527029710	23-Jun-26
-100.9	1527029719	23-Jun-26
-100.9	1527029720	23-Jun-26
-100.36	1527029724	23-Jun-26
-30.11	1527029737	23-Jun-26
-50.36	1527029745	23-Jun-26
-100.72	1527029747	23-Jun-26
-100.27	1527029753	23-Jun-26
-500	1527029755	23-Jun-26
-100.72	1527029770	23-Jun-26
-50.45	1527029771	23-Jun-26
-50.36	1527029772	23-Jun-26
-50.45	1527029774	23-Jun-26
-302.16	1527029782	23-Jun-26
-12.75	1527029790	23-Jun-26
-45.41	1527029798	23-Jun-26
-5	1527029839	23-Jun-26
-100.36	1527029857	23-Jun-26
-503.6	1527029861	23-Jun-26
-503.6	1527029868	23-Jun-26
-201.44	1527029869	23-Jun-26
-50.36	1527029874	23-Jun-26
-21.51	1527029875	23-Jun-26
-200.06	1527029876	23-Jun-26
-201.8	1527029881	23-Jun-26
-151.35	1527029883	23-Jun-26
-50.45	1527029889	23-Jun-26
-100.72	1527029901	23-Jun-26
-454.05	1527029904	23-Jun-26
-50.45	1527029908	23-Jun-26
-100.9	1527029909	23-Jun-26
-500	1527029926	23-Jun-26
-70.63	1527029933	23-Jun-26
-66.71	1527029940	23-Jun-26
-85.77	1527029945	23-Jun-26
-553.96	1527029949	23-Jun-26
-201.44	1527029953	23-Jun-26
-110.79	1527029956	23-Jun-26
-100.36	1527029958	23-Jun-26
-32.27	1527029972	23-Jun-26
-20.07	1527029983	23-Jun-26
-300.81	1527029984	23-Jun-26
-100.72	1527029988	23-Jun-26
-1005.4	1527029989	23-Jun-26
-20.14	1527029992	23-Jun-26
-50.45	1527030001	23-Jun-26
-503.6	1527030006	23-Jun-26
-303.24	1527030008	23-Jun-26
-100.72	1527030011	23-Jun-26
30.45	1527030013	23-Jun-26
-15	1527030020	23-Jun-26
-50.18	1527030025	23-Jun-26
-50.45	1527030031	23-Jun-26
-47.59	1527030034	23-Jun-26
-30.22	1527030039	23-Jun-26
-181.62	1527030040	23-Jun-26
-50.36	1527030047	23-Jun-26
20.1	1527030049	23-Jun-26
-50.36	1527030053	23-Jun-26
-337.41	1527030071	23-Jun-26
-31.87	1527030074	23-Jun-26
-10.03	1527030106	23-Jun-26
-50.45	1527030121	23-Jun-26
-50.45	1527030122	23-Jun-26
-50.18	1527030130	23-Jun-26
-100.36	1527030131	23-Jun-26
5.45	1527030136	23-Jun-26
-150.54	1527030140	23-Jun-26
-900	1527030141	23-Jun-26
-10.02	1527030142	23-Jun-26
-201.44	1527030144	23-Jun-26
-46.17	1527030152	23-Jun-26
-50.36	1527030159	23-Jun-26
-10	1527030172	23-Jun-26
-100.72	1527030175	23-Jun-26
-50.45	1527030176	23-Jun-26
-20	1527030178	23-Jun-26
-141.26	1527030187	23-Jun-26
-201.38	1527030188	23-Jun-26
-400.13	1527030196	23-Jun-26
-16.13	1527030202	23-Jun-26
-100.72	1527030205	23-Jun-26
-50.45	1527030234	23-Jun-26
-201.44	1527030236	23-Jun-26
-50.45	1527030238	23-Jun-26
-500	1527030240	23-Jun-26
-50.11	1527030246	23-Jun-26
-352.52	1527030250	23-Jun-26
-50.54	1527030292	23-Jun-26
-201.44	1527030294	23-Jun-26
-200	1527030297	23-Jun-26
-100.9	1527030307	23-Jun-26
-100.9	1527030321	23-Jun-26
-201.8	1527030324	23-Jun-26
-503.6	1527030327	23-Jun-26
-503.6	1527030329	23-Jun-26
-503.6	1527030330	23-Jun-26
-100.72	1527030332	23-Jun-26
-50.36	1527030333	23-Jun-26
-503.6	1527030341	23-Jun-26
-200.72	1527030352	23-Jun-26
-10	1527030355	23-Jun-26
-30.32	1527030390	23-Jun-26
-100.18	1527030395	23-Jun-26
-10	1527030400	23-Jun-26
-20.07	1527030406	23-Jun-26
-121.22	1527030418	23-Jun-26
-101.26	1527030438	23-Jun-26
-503.6	1527030440	23-Jun-26
-71.34	1527030443	23-Jun-26
-100	1527030454	23-Jun-26
-19.45	1527030456	23-Jun-26
-50.45	1527030470	23-Jun-26
-30.22	1527030477	23-Jun-26
-100.36	1527030481	23-Jun-26
20.15	1527030492	23-Jun-26
-25.09	1527030511	23-Jun-26
-2.05	1527030513	23-Jun-26
-200	1527030520	23-Jun-26
-30.22	1527030524	23-Jun-26
302.25	1527030528	23-Jun-26
-100.9	1527030538	23-Jun-26
-201.8	1527030541	23-Jun-26
-32.56	1527030543	23-Jun-26
-151.08	1527030550	23-Jun-26
-100	1527030558	23-Jun-26
-101.08	1527030573	23-Jun-26
-90.97	1527030574	23-Jun-26
-262.41	1527030589	23-Jun-26
-50.36	1527030593	23-Jun-26
-24.22	1527030597	23-Jun-26
-5.04	1527030610	23-Jun-26
-39	1527030620	23-Jun-26
-40.29	1527030621	23-Jun-26
-100.72	1527030623	23-Jun-26
-20.07	1527030633	23-Jun-26
-500	1527030639	23-Jun-26
-141.37	1527030643	23-Jun-26
-35	1527030665	23-Jun-26
-20.14	1527030669	23-Jun-26
-35.3	1527030671	23-Jun-26
-302.16	1527030677	23-Jun-26
-15.05	1527030684	23-Jun-26
14.45	1527030692	23-Jun-26
-746.66	1527030697	23-Jun-26
-100.9	1527030699	23-Jun-26
-100	1527030704	23-Jun-26
-500	1527030705	23-Jun-26
-100.36	1527030712	23-Jun-26
-121.08	1527030719	23-Jun-26
-216.78	1527030722	23-Jun-26
-100.72	1527030725	23-Jun-26
-100.9	1527030726	23-Jun-26
1007.5	1527030731	23-Jun-26
-50.54	1527030733	23-Jun-26
-25.18	1527030734	23-Jun-26
-19.55	1527030737	23-Jun-26
-151.35	1527030759	23-Jun-26
-1007.2	1527030762	23-Jun-26
-121.08	1527030763	23-Jun-26
-100.9	1527030765	23-Jun-26
-100.72	1527030768	23-Jun-26
-100.36	1527030771	23-Jun-26
-20.14	1527030798	23-Jun-26
604.5	1527030802	23-Jun-26
-504.5	1527030811	23-Jun-26
-201.8	1527030816	23-Jun-26
-100.9	1527030820	23-Jun-26
-50.18	1527030828	23-Jun-26
-100.9	1527030837	23-Jun-26
-100.72	1527030839	23-Jun-26
-50.45	1527030840	23-Jun-26
-43.02	1527030844	23-Jun-26
-40.14	1527030845	23-Jun-26
-12	1527030846	23-Jun-26
-100.9	1527030858	23-Jun-26
-301.08	1527030863	23-Jun-26
-50.45	1527030865	23-Jun-26
-10.07	1527030878	23-Jun-26
-50.36	1527030884	23-Jun-26
-403.6	1527030890	23-Jun-26
-100.9	1527030893	23-Jun-26
-100.63	1527030904	23-Jun-26
-100.63	1527030905	23-Jun-26
-50.32	1527030906	23-Jun-26
-150.95	1527030907	23-Jun-26
-15.05	1527030912	23-Jun-26
-50.18	1527030955	23-Jun-26
-402.88	1527030959	23-Jun-26
-5.04	1527030960	23-Jun-26
-10.02	1527030962	23-Jun-26
-195	1527030966	23-Jun-26
4.45	1527030968	23-Jun-26
-50.36	1527030971	23-Jun-26
-151.35	1527030975	23-Jun-26
-120.86	1527030984	23-Jun-26
-56.08	1527030986	23-Jun-26
-504.5	1527030999	23-Jun-26
-20.14	1527031008	23-Jun-26
-50.36	1527031009	23-Jun-26
-10.07	1527031012	23-Jun-26
-5.02	1527031020	23-Jun-26
-446.1	1527031021	23-Jun-26
-100.9	1527031023	23-Jun-26
-303.24	1527031028	23-Jun-26
-100.9	1527031037	23-Jun-26
-50.45	1527031040	23-Jun-26
-50.18	1527031043	23-Jun-26
-120.86	1527031046	23-Jun-26
-100.72	1527031061	23-Jun-26
-20.39	1527031063	23-Jun-26
-10.07	1527031064	23-Jun-26
-50.18	1527031070	23-Jun-26
37.28	1527031078	23-Jun-26
-251.62	1527031080	23-Jun-26
-50.32	1527031081	23-Jun-26
-63.73	1527031083	23-Jun-26
-100.9	1527031089	23-Jun-26
-100.36	1527031093	23-Jun-26
-151.08	1527031095	23-Jun-26
-201.44	1527031104	23-Jun-26
-100.9	1527031106	23-Jun-26
-201.8	1527031109	23-Jun-26
-5	1527031126	23-Jun-26
-10.04	1527031133	23-Jun-26
-40.79	1527031135	23-Jun-26
-31.87	1527031137	23-Jun-26
-302.16	1527031140	23-Jun-26
-10	1527031146	23-Jun-26
-53.78	1527031152	23-Jun-26
-151.35	1527031193	23-Jun-26
-600	1527031204	23-Jun-26
-25.23	1527031227	23-Jun-26
-20	1527031237	23-Jun-26
-252.25	1527031241	23-Jun-26
-30	1527031245	23-Jun-26
-30.11	1527031248	23-Jun-26
-25.09	1527031252	23-Jun-26
-100.9	1527031254	23-Jun-26
-100.72	1527031271	23-Jun-26
-130.94	1527031272	23-Jun-26
-5.02	1527031287	23-Jun-26
-100.72	1527031299	23-Jun-26
-30.27	1527031301	23-Jun-26
-10.02	1527031314	23-Jun-26
-352.67	1527031326	23-Jun-26
-202.16	1527031327	23-Jun-26
-25	1527031333	23-Jun-26
-200.72	1527031339	23-Jun-26
-20.18	1527031349	23-Jun-26
-20.14	1527031353	23-Jun-26
-302.16	1527031373	23-Jun-26
-25.09	1527031375	23-Jun-26
20.15	1527031382	23-Jun-26
-100.9	1527031389	23-Jun-26
-504.5	1527031393	23-Jun-26
-50.45	1527031394	23-Jun-26
-100.9	1527031395	23-Jun-26
-100.9	1527031397	23-Jun-26
-40.32	1527031400	23-Jun-26
-50.41	1527031408	23-Jun-26
-100.81	1527031416	23-Jun-26
-202.16	1527031423	23-Jun-26
-201.44	1527031425	23-Jun-26
-30.11	1527031427	23-Jun-26
-30	1527031429	23-Jun-26
-403.6	1527031438	23-Jun-26
-10.07	1527031445	23-Jun-26
-15.05	1527031458	23-Jun-26
-201.62	1527031459	23-Jun-26
-50.18	1527031460	23-Jun-26
-90.97	1527031462	23-Jun-26
-101.08	1527031463	23-Jun-26
-50.41	1527031466	23-Jun-26
-30.11	1527031469	23-Jun-26
-50.41	1527031470	23-Jun-26
-100.81	1527031474	23-Jun-26
-401.08	1527031475	23-Jun-26
-20.16	1527031477	23-Jun-26
-100.81	1527031479	23-Jun-26
-50.45	1527031480	23-Jun-26
-100.9	1527031482	23-Jun-26
-2.01	1527031488	23-Jun-26
-201.62	1527031492	23-Jun-26
-100.81	1527031493	23-Jun-26
-100.81	1527031499	23-Jun-26
-100.9	1527031500	23-Jun-26
-70.63	1527031506	23-Jun-26
-20.14	1527031512	23-Jun-26
100.75	1527031516	23-Jun-26
-50.36	1527031518	23-Jun-26
-20.14	1527031523	23-Jun-26
-75.27	1527031532	23-Jun-26
-60.43	1527031541	23-Jun-26
-50.18	1527031545	23-Jun-26
-501.8	1527031547	23-Jun-26
-100	1527031548	23-Jun-26
-100	1527031551	23-Jun-26
-100.36	1527031562	23-Jun-26
-201.8	1527031567	23-Jun-26
-50.36	1527031574	23-Jun-26
10.45	1527031576	23-Jun-26
-156.12	1527031579	23-Jun-26
-3.02	1527031581	23-Jun-26
-225.81	1527031582	23-Jun-26
-50.36	1527031586	23-Jun-26
-202.16	1527031599	23-Jun-26
-100.36	1527031602	23-Jun-26
-10.04	1527031606	23-Jun-26
-5.04	1527031609	23-Jun-26
-151.35	1527031616	23-Jun-26
-403.6	1527031620	23-Jun-26
-70.63	1527031624	23-Jun-26
-201.8	1527031625	23-Jun-26
-25.23	1527031636	23-Jun-26
-501.8	1527031645	23-Jun-26
-50.18	1527031653	23-Jun-26
-30.31	1527031660	23-Jun-26
-100.9	1527031662	23-Jun-26
-50.45	1527031663	23-Jun-26
-100.9	1527031664	23-Jun-26
-15.15	1527031668	23-Jun-26
-100.72	1527031673	23-Jun-26
-52.26	1527031677	23-Jun-26
-201.44	1527031681	23-Jun-26
-202.16	1527031683	23-Jun-26
-301.08	1527031691	23-Jun-26
-5.02	1527031696	23-Jun-26
-171.53	1527031700	23-Jun-26
-65.59	1527031701	23-Jun-26
-10.26	1527031723	23-Jun-26
-1007.2	1527031732	23-Jun-26
-50.11	1527031733	23-Jun-26
-40.36	1527031739	23-Jun-26
-150.54	1527031740	23-Jun-26
-35.3	1527031741	23-Jun-26
-100.72	1527031751	23-Jun-26
-100.36	1527031763	23-Jun-26
-10.07	1527031773	23-Jun-26
-50.18	1527031786	23-Jun-26
-10.04	1527031789	23-Jun-26
